HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Object,Input.Overview,Answer.“Activity”,Approve,Reject
3A9LA2FRWSOLT03J2INQA7SYRRUHXX,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:45 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:45 PDT 2021,,,3H8DHMCCWAL1J4X475UCIC1L8TCKDJ,A3E3R2Y577HGEN,Submitted,Sat Mar 13 13:04:10 PST 2021,Sat Mar 13 13:04:32 PST 2021,Tue Mar 16 14:04:32 PDT 2021,,,,22,0% (0/1),0% (0/1),0% (0/1),,Enjoy our pioneering tour into the mangroves to see amazing marine and bird life of the National Reserve just five minutes away from our office. Our expert guides provide thorough instruction at every step of the way.,/tour,,
3A9LA2FRWSOLT03J2INQA7SYRRUHXX,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:45 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:45 PDT 2021,,,3S4AW7T80CSZ3EWTZU5KU8KUKGOL4A,A3T0FAD0V5AL9S,Submitted,Sat Mar 13 13:11:21 PST 2021,Sat Mar 13 13:12:00 PST 2021,Tue Mar 16 14:12:00 PDT 2021,,,,39,0% (0/0),0% (0/0),0% (0/0),,Enjoy our pioneering tour into the mangroves to see amazing marine and bird life of the National Reserve just five minutes away from our office. Our expert guides provide thorough instruction at every step of the way.,"tour,",,
3A9LA2FRWSOLT03J2INQA7SYRRUHXX,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:45 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:45 PDT 2021,,,3TXMY6UCAFYDPFPLKEJYUSVCMZSCQ3,A24VR40YFAQMXX,Submitted,Sat Mar 13 13:02:23 PST 2021,Sat Mar 13 13:02:29 PST 2021,Tue Mar 16 14:02:29 PDT 2021,,,,6,0% (0/0),0% (0/0),0% (0/0),,Enjoy our pioneering tour into the mangroves to see amazing marine and bird life of the National Reserve just five minutes away from our office. Our expert guides provide thorough instruction at every step of the way.,Tour,,
3KLL7H3EGDBTPBYO23M8MMVDBGLVH7,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:45 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:45 PDT 2021,,,3I33IC7ZWGC84HQ2YPX6SF7L6QTA2L,A3T0FAD0V5AL9S,Submitted,Sat Mar 13 13:02:55 PST 2021,Sat Mar 13 13:04:43 PST 2021,Tue Mar 16 14:04:43 PDT 2021,,,,108,0% (0/0),0% (0/0),0% (0/0),,"Combine visits to three of Barbados' must-see highlights—Harrison's Cave, Bathsheba Beach, and the Barbados Wildlife Reserve—in a single day tour. With round-trip transportation provided, a multi-stop tour is easy and you can enjoy the scenery on the journey. Learn about local wildlife, geology, and flora; then relax on one of the island's best beaches.","tour, learn, relax",,
3KLL7H3EGDBTPBYO23M8MMVDBGLVH7,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:45 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:45 PDT 2021,,,3IGI0VL648UTV79WUR08LYUO62PNOP,A2CNRV5RTOQGH,Submitted,Sat Mar 13 13:17:41 PST 2021,Sat Mar 13 13:18:01 PST 2021,Tue Mar 16 14:18:01 PDT 2021,,,,20,0% (0/0),0% (0/0),0% (0/0),,"Combine visits to three of Barbados' must-see highlights—Harrison's Cave, Bathsheba Beach, and the Barbados Wildlife Reserve—in a single day tour. With round-trip transportation provided, a multi-stop tour is easy and you can enjoy the scenery on the journey. Learn about local wildlife, geology, and flora; then relax on one of the island's best beaches.",/tour,,
3KLL7H3EGDBTPBYO23M8MMVDBGLVH7,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:45 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:45 PDT 2021,,,3TS1AR6UQROAM94GFH0T27ZKEMSF7J,A32WXP3NOROXHU,Submitted,Sat Mar 13 13:02:25 PST 2021,Sat Mar 13 13:02:43 PST 2021,Tue Mar 16 14:02:43 PDT 2021,,,,18,0% (0/0),0% (0/0),0% (0/0),,"Combine visits to three of Barbados' must-see highlights—Harrison's Cave, Bathsheba Beach, and the Barbados Wildlife Reserve—in a single day tour. With round-trip transportation provided, a multi-stop tour is easy and you can enjoy the scenery on the journey. Learn about local wildlife, geology, and flora; then relax on one of the island's best beaches.","tour, relax",,
386T3MLZLN5K3ZWFW24DOGCOE1J80E,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:45 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:45 PDT 2021,,,37ZHEEHM6XWF6XONVMZR1YANBWN732,A24VR40YFAQMXX,Submitted,Sat Mar 13 13:03:29 PST 2021,Sat Mar 13 13:03:44 PST 2021,Tue Mar 16 14:03:44 PDT 2021,,,,15,0% (0/0),0% (0/0),0% (0/0),,"Experience the highlights of Negril in a single day on a personalized excursion from Montego Bay with lunch included. Relax and let your guide take care of the driving while you soak in the coastal scenery on the journey to Negril, where you'll hit up the famous 7-Mile Beach for some free time. Head to the local craft markets and duty-free stores for some shopping, then to Rick's Cafe for some reggae and a tropical sunset.","Excursion, Driving, Shopping",,
386T3MLZLN5K3ZWFW24DOGCOE1J80E,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:45 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:45 PDT 2021,,,3E337GFOLAI53USY68N0GPLMFGYNG2,A3NFGEUZAH9V5G,Submitted,Sat Mar 13 13:16:57 PST 2021,Sat Mar 13 13:17:17 PST 2021,Tue Mar 16 14:17:17 PDT 2021,,,,20,0% (0/1),0% (0/1),0% (0/1),,"Experience the highlights of Negril in a single day on a personalized excursion from Montego Bay with lunch included. Relax and let your guide take care of the driving while you soak in the coastal scenery on the journey to Negril, where you'll hit up the famous 7-Mile Beach for some free time. Head to the local craft markets and duty-free stores for some shopping, then to Rick's Cafe for some reggae and a tropical sunset.",/tour,,
386T3MLZLN5K3ZWFW24DOGCOE1J80E,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:45 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:45 PDT 2021,,,3K2755HG5TDQ3I5Q6U3F2Z9G0XVFDC,A3E3R2Y577HGEN,Submitted,Sat Mar 13 13:02:50 PST 2021,Sat Mar 13 13:03:44 PST 2021,Tue Mar 16 14:03:44 PDT 2021,,,,54,0% (0/1),0% (0/1),0% (0/1),,"Experience the highlights of Negril in a single day on a personalized excursion from Montego Bay with lunch included. Relax and let your guide take care of the driving while you soak in the coastal scenery on the journey to Negril, where you'll hit up the famous 7-Mile Beach for some free time. Head to the local craft markets and duty-free stores for some shopping, then to Rick's Cafe for some reggae and a tropical sunset.",/tour,,
3EFNPKWBMSYY22Q9KL9HXZ4DYFR30H,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,33FOTY3KENVP8B54ZZTJTRN4EN0C18,A24VR40YFAQMXX,Submitted,Sat Mar 13 13:00:51 PST 2021,Sat Mar 13 13:01:03 PST 2021,Tue Mar 16 14:01:03 PDT 2021,,,,12,0% (0/0),0% (0/0),0% (0/0),,Our team of drivers are properly trained in defensive driving. They are quite polite and courteous. Certified tour guides and have a wealth of knowledge.,driving,,
3EFNPKWBMSYY22Q9KL9HXZ4DYFR30H,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3BDCF01OGY4F1LADO1TRAXO1FHMYL7,A32WXP3NOROXHU,Submitted,Sat Mar 13 12:59:21 PST 2021,Sat Mar 13 12:59:58 PST 2021,Tue Mar 16 13:59:58 PDT 2021,,,,37,0% (0/0),0% (0/0),0% (0/0),,Our team of drivers are properly trained in defensive driving. They are quite polite and courteous. Certified tour guides and have a wealth of knowledge.,"driving, tour",,
3EFNPKWBMSYY22Q9KL9HXZ4DYFR30H,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3QUO65DNQVY6QXT5RSCUZTMIEYHUON,A15DVB43XP2ROJ,Submitted,Sat Mar 13 13:05:19 PST 2021,Sat Mar 13 13:05:46 PST 2021,Tue Mar 16 14:05:46 PDT 2021,,,,27,0% (0/1),0% (0/1),0% (0/1),,Our team of drivers are properly trained in defensive driving. They are quite polite and courteous. Certified tour guides and have a wealth of knowledge.,/driving tour,,
363A7XIFV4WEFOQAWXCG5089YLWAVC,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3D8YOU6S9FUG1RN1RWQ0IT0RTYNU6Y,A228WAFVZSLN2K,Submitted,Sat Mar 13 13:04:06 PST 2021,Sat Mar 13 13:04:26 PST 2021,Tue Mar 16 14:04:26 PDT 2021,,,,20,0% (0/0),0% (0/0),0% (0/0),,"Discover Stingray City on this tour from Grand Cayman. Accessible only by boat, Stingray City is home to plenty of stingrays that glide around the calm, waist-deep water. They are accustomed to humans. The tour also includes a stop at either Coral Gardens or Barrier Reef to snorkel among coral and schools of tropical fish.","/Tour, snorkel",,
363A7XIFV4WEFOQAWXCG5089YLWAVC,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3H7Z272LX8HLS7ICXEX8X6VPBCKLP1,A32WXP3NOROXHU,Submitted,Sat Mar 13 13:02:43 PST 2021,Sat Mar 13 13:03:03 PST 2021,Tue Mar 16 14:03:03 PDT 2021,,,,20,0% (0/0),0% (0/0),0% (0/0),,"Discover Stingray City on this tour from Grand Cayman. Accessible only by boat, Stingray City is home to plenty of stingrays that glide around the calm, waist-deep water. They are accustomed to humans. The tour also includes a stop at either Coral Gardens or Barrier Reef to snorkel among coral and schools of tropical fish.","tour, snorkel",,
363A7XIFV4WEFOQAWXCG5089YLWAVC,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3NGI5ARFTUF820E844FPDRMBD6F1PB,A3NFGEUZAH9V5G,Submitted,Sat Mar 13 13:00:45 PST 2021,Sat Mar 13 13:01:02 PST 2021,Tue Mar 16 14:01:02 PDT 2021,,,,17,0% (0/1),0% (0/1),0% (0/1),,"Discover Stingray City on this tour from Grand Cayman. Accessible only by boat, Stingray City is home to plenty of stingrays that glide around the calm, waist-deep water. They are accustomed to humans. The tour also includes a stop at either Coral Gardens or Barrier Reef to snorkel among coral and schools of tropical fish.",/snorkeling,,
3I6NF2WGIG6YRLOYC6MDXOPDJS7G5N,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3AWETUDC932DGACCZKYXWO5B47XZIM,A2G44A4ZPWRPXU,Submitted,Sat Mar 13 13:04:47 PST 2021,Sat Mar 13 13:05:10 PST 2021,Tue Mar 16 14:05:10 PDT 2021,,,,23,0% (0/0),0% (0/0),0% (0/0),,"Get an up close view of Bermuda's offshore reef on a snorkeling trip that takes you to the wrecks of the ships Constellation and Montana. Head out for the fringes of the Atlantic reef, the cause of more than 300 shipwrecks over the years, to explore the world below.",SNORKELLING,,
3I6NF2WGIG6YRLOYC6MDXOPDJS7G5N,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3LS2AMNW5G0EY4MOAJSPPSPTBDBQOE,A32WXP3NOROXHU,Submitted,Sat Mar 13 13:08:33 PST 2021,Sat Mar 13 13:08:43 PST 2021,Tue Mar 16 14:08:43 PDT 2021,,,,10,0% (0/0),0% (0/0),0% (0/0),,"Get an up close view of Bermuda's offshore reef on a snorkeling trip that takes you to the wrecks of the ships Constellation and Montana. Head out for the fringes of the Atlantic reef, the cause of more than 300 shipwrecks over the years, to explore the world below.",snorkeling,,
3I6NF2WGIG6YRLOYC6MDXOPDJS7G5N,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3SNVL38CI52RECRQ79Z1Y6J3NT0KCJ,AKSLU0C30G3JT,Submitted,Sat Mar 13 13:03:59 PST 2021,Sat Mar 13 13:04:14 PST 2021,Tue Mar 16 14:04:14 PDT 2021,,,,15,89% (8/9),89% (8/9),89% (8/9),,"Get an up close view of Bermuda's offshore reef on a snorkeling trip that takes you to the wrecks of the ships Constellation and Montana. Head out for the fringes of the Atlantic reef, the cause of more than 300 shipwrecks over the years, to explore the world below.",/snorkeling,,
37SDSEDIN9CKAOHXSL8D2LVYJTP81H,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3RUIQRXJBCYV1M3E5M41GPM562JLL3,A32WXP3NOROXHU,Submitted,Sat Mar 13 13:01:37 PST 2021,Sat Mar 13 13:02:01 PST 2021,Tue Mar 16 14:02:01 PDT 2021,,,,24,0% (0/0),0% (0/0),0% (0/0),,"Enjoy a morning or afternoon hiking through the unspoilt rainforest of Tobago, the oldest protected rainforest in the western hemisphere having been established in 1776. Be sure to bring your camera so you do not miss the opportunity for amazing photos. You will explore the beauty of this natural habitat and immerse yourself in all of its beauty, noises, birds and other animals that call it home. This 3-4 hour excursion includes a professional guide and the comfort of an air-conditioned vehicle. ","hiking, excursion",,
37SDSEDIN9CKAOHXSL8D2LVYJTP81H,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3W8CV64QJ39YEOJFP4MDJO23PRTH9V,AHXHM1PQTRWIQ,Submitted,Sat Mar 13 13:01:14 PST 2021,Sat Mar 13 13:01:40 PST 2021,Tue Mar 16 14:01:40 PDT 2021,,,,26,100% (7/7),100% (7/7),100% (7/7),,"Enjoy a morning or afternoon hiking through the unspoilt rainforest of Tobago, the oldest protected rainforest in the western hemisphere having been established in 1776. Be sure to bring your camera so you do not miss the opportunity for amazing photos. You will explore the beauty of this natural habitat and immerse yourself in all of its beauty, noises, birds and other animals that call it home. This 3-4 hour excursion includes a professional guide and the comfort of an air-conditioned vehicle. ",Hiking,,
37SDSEDIN9CKAOHXSL8D2LVYJTP81H,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3WYGZ5XF3XP7LTGM4VP1DBNL9WMKSD,A3NFGEUZAH9V5G,Submitted,Sat Mar 13 13:05:07 PST 2021,Sat Mar 13 13:05:34 PST 2021,Tue Mar 16 14:05:34 PDT 2021,,,,27,0% (0/1),0% (0/1),0% (0/1),,"Enjoy a morning or afternoon hiking through the unspoilt rainforest of Tobago, the oldest protected rainforest in the western hemisphere having been established in 1776. Be sure to bring your camera so you do not miss the opportunity for amazing photos. You will explore the beauty of this natural habitat and immerse yourself in all of its beauty, noises, birds and other animals that call it home. This 3-4 hour excursion includes a professional guide and the comfort of an air-conditioned vehicle. ",/ ride,,
3G4VVJO6PZQ7MH20MCG6TMMNH9PKPG,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3WAKVUDHUXQZ5R16A6VSO70NO997UC,A1PRRDIHIHTHJV,Submitted,Sat Mar 13 13:19:35 PST 2021,Sat Mar 13 13:20:05 PST 2021,Tue Mar 16 14:20:05 PDT 2021,,,,30,0% (0/0),0% (0/0),0% (0/0),,Splash among a dozen or so of the 27 Waterfalls (27 Charcos) of Rio Damajagua during a guided day trip from Puerto Plata. Nature lovers can immerse in the splendor of the Dominican Republic’s north coast during this adventure tour that includes ziplining and horseback riding among the outdoor activities.,"/splash, guided day trip, ziplining, horseback riding",,
3G4VVJO6PZQ7MH20MCG6TMMNH9PKPG,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3X73LLYYQ2OJ3QN9QE5I1PXNUGANH0,A1R92V4IRSZ3PB,Submitted,Sat Mar 13 13:07:35 PST 2021,Sat Mar 13 13:09:01 PST 2021,Tue Mar 16 14:09:01 PDT 2021,,,,86,75% (3/4),75% (3/4),75% (3/4),,Splash among a dozen or so of the 27 Waterfalls (27 Charcos) of Rio Damajagua during a guided day trip from Puerto Plata. Nature lovers can immerse in the splendor of the Dominican Republic’s north coast during this adventure tour that includes ziplining and horseback riding among the outdoor activities.,"ziplining, horseback riding",,
3G4VVJO6PZQ7MH20MCG6TMMNH9PKPG,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3YDGXNSEO044O7CA55WGP3YO0GP487,A15DVB43XP2ROJ,Submitted,Sat Mar 13 13:00:45 PST 2021,Sat Mar 13 13:01:02 PST 2021,Tue Mar 16 14:01:02 PDT 2021,,,,17,0% (0/1),0% (0/1),0% (0/1),,Splash among a dozen or so of the 27 Waterfalls (27 Charcos) of Rio Damajagua during a guided day trip from Puerto Plata. Nature lovers can immerse in the splendor of the Dominican Republic’s north coast during this adventure tour that includes ziplining and horseback riding among the outdoor activities.,"/ziplining, horseback riding",,
3OLZC0DJ8JPTL6988L4TMYWSBT0VI0,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3CFJTT4SXU0UW066GP6E54CCUEKI7D,A228WAFVZSLN2K,Submitted,Sat Mar 13 13:03:35 PST 2021,Sat Mar 13 13:04:05 PST 2021,Tue Mar 16 14:04:05 PDT 2021,,,,30,0% (0/0),0% (0/0),0% (0/0),,"Don’t leave sampling the best of San Juan’s classic cuisine to chance, ensure you pleasure your palate on this half-day food tour. Ideal for food lovers, this excursion showcases the best of San Juan’s casual culinary scene: feast on snacks from more than 60 different kiosks in Los Pionones and spend free time relaxing on Luquillo Beach. Snacks and bottled water will be provided and the best part is you eat what you cook.","/tour, excursion, feast, relaxing, eat",,
3OLZC0DJ8JPTL6988L4TMYWSBT0VI0,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3PPTZCWALRUQX80VCS365QWXVHEZQP,A15DVB43XP2ROJ,Submitted,Sat Mar 13 13:05:46 PST 2021,Sat Mar 13 13:06:01 PST 2021,Tue Mar 16 14:06:01 PDT 2021,,,,15,0% (0/1),0% (0/1),0% (0/1),,"Don’t leave sampling the best of San Juan’s classic cuisine to chance, ensure you pleasure your palate on this half-day food tour. Ideal for food lovers, this excursion showcases the best of San Juan’s casual culinary scene: feast on snacks from more than 60 different kiosks in Los Pionones and spend free time relaxing on Luquillo Beach. Snacks and bottled water will be provided and the best part is you eat what you cook.","/food tour, eat",,
3OLZC0DJ8JPTL6988L4TMYWSBT0VI0,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3YWRV122CT93556PKBNY27WIZTE8UZ,A6Q9OJMLD25QV,Submitted,Sat Mar 13 13:09:13 PST 2021,Sat Mar 13 13:09:57 PST 2021,Tue Mar 16 14:09:57 PDT 2021,,,,44,0% (0/0),0% (0/0),0% (0/0),,"Don’t leave sampling the best of San Juan’s classic cuisine to chance, ensure you pleasure your palate on this half-day food tour. Ideal for food lovers, this excursion showcases the best of San Juan’s casual culinary scene: feast on snacks from more than 60 different kiosks in Los Pionones and spend free time relaxing on Luquillo Beach. Snacks and bottled water will be provided and the best part is you eat what you cook.","/feast , relaxing",,
3APP19WN71OUAPOCHPWIPU3DFNIG63,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,36W0OB37HXODKF1ST2GCWC4W4UJHZC,AHXHM1PQTRWIQ,Submitted,Sat Mar 13 13:22:02 PST 2021,Sat Mar 13 13:24:09 PST 2021,Tue Mar 16 14:24:09 PDT 2021,,,,127,100% (7/7),100% (7/7),100% (7/7),,"Enjoy the thrill of ziplining and waterfall rappelling in Carite State Forest on this day-long adventure just 45 minutes from San Juan. All equipment needed to rappel down the El Salto Waterfall and zipline through the treetops is included, as is a home-cooked meal. Along the way, learn about the area’s indigenous heritage and the sugar cane industry from your guide, and enjoy convenient hotel pickup and drop-off.","Ziplining, Waterfall Rappelling",,
3APP19WN71OUAPOCHPWIPU3DFNIG63,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3HHRAGRYX9F86552THH33XZ41D8O9R,A3E3R2Y577HGEN,Submitted,Sat Mar 13 13:10:53 PST 2021,Sat Mar 13 13:11:18 PST 2021,Tue Mar 16 14:11:18 PDT 2021,,,,25,0% (0/1),0% (0/1),0% (0/1),,"Enjoy the thrill of ziplining and waterfall rappelling in Carite State Forest on this day-long adventure just 45 minutes from San Juan. All equipment needed to rappel down the El Salto Waterfall and zipline through the treetops is included, as is a home-cooked meal. Along the way, learn about the area’s indigenous heritage and the sugar cane industry from your guide, and enjoy convenient hotel pickup and drop-off.","/fly,tour, ziplining",,
3APP19WN71OUAPOCHPWIPU3DFNIG63,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3L4D84MIL02NK0WOBGDQ8IG6LW5HJQ,A15DVB43XP2ROJ,Submitted,Sat Mar 13 13:01:56 PST 2021,Sat Mar 13 13:02:24 PST 2021,Tue Mar 16 14:02:24 PDT 2021,,,,28,0% (0/1),0% (0/1),0% (0/1),,"Enjoy the thrill of ziplining and waterfall rappelling in Carite State Forest on this day-long adventure just 45 minutes from San Juan. All equipment needed to rappel down the El Salto Waterfall and zipline through the treetops is included, as is a home-cooked meal. Along the way, learn about the area’s indigenous heritage and the sugar cane industry from your guide, and enjoy convenient hotel pickup and drop-off.","/ ziplining, waterfall rappelling",,
3OID399FXGHNHY7WGSYEDFDTVU5DFT,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 12:58:46 PST 2021,3,BatchId:4366414;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 13:58:46 PDT 2021,,,3HVVDCPGTF23KYIIXAVIWOYI9U8YTA,A32WXP3NOROXHU,Submitted,Sat Mar 13 12:59:58 PST 2021,Sat Mar 13 13:00:31 PST 2021,Tue Mar 16 14:00:31 PDT 2021,,,,33,0% (0/0),0% (0/0),0% (0/0),,"Snorkel and sail off Barbados with having to organize anything yourself on this small-group catamaran cruise. Board a modern catamaran and admire Barbados’ shores and turquoise waters as you cruise to two prime snorkeling spots. Opt to snorkel to observe sea turtles and shipwrecks, and in-between, relax on deck with a snack and drinks from the open bar. Round-trip hotel transfers and snorkel gear are included for your convenience.","snorkel, sail, cruise, observe, relax",,
